Frame,Time,mal_lat_left_X,mal_lat_left_Y,mal_lat_left_Z,calc_back_left_X,calc_back_left_Y,calc_back_left_Z,toe_left_X,toe_left_Y,toe_left_Z,mal_lat_right_X,mal_lat_right_Y,mal_lat_right_Z,calc_back_right_X,calc_back_right_Y,calc_back_right_Z,toe_right_X,toe_right_Y,toe_right_Z,C7_X,C7_Y,C7_Z
34,0.165,759.643676757812,478.872985839844,98.1997146606445,702.689575195312,443.278167724609,58.8250923156738,959.02587890625,443.427642822266,40.4734764099121,754.527038574219,211.764907836914,95.3621215820312,703.5380859375,252.846755981445,59.254467010498,955.7001953125,246.281799316406,42.0880699157715,806.17919921875,354.252777099609,1385.50720214844
35,0.17,759.651306152344,478.870300292969,98.2026290893555,702.699768066406,443.29150390625,58.8293266296387,959.021118164062,443.407318115234,40.4824104309082,754.521728515625,211.765396118164,95.3431243896484,703.535034179688,252.842636108398,59.2698364257812,955.70751953125,246.275527954102,42.0712051391602,806.173522949219,354.225921630859,1385.49975585938
36,0.175,759.6630859375,478.865509033203,98.2087707519531,702.683898925781,443.291748046875,58.8409156799316,959.013244628906,443.428161621094,40.4777793884277,754.529113769531,211.770385742188,95.3426818847656,703.536865234375,252.832611083984,59.2758712768555,955.694885253906,246.282974243164,42.0809669494629,806.153259277344,354.187622070312,1385.48718261719
37,0.18,759.662170410156,478.875885009766,98.2005615234375,702.695922851562,443.285247802734,58.8394660949707,959.028503417969,443.413391113281,40.4656028747559,754.534118652344,211.763168334961,95.3268203735352,703.539123535156,252.835357666016,59.2679748535156,955.700744628906,246.290054321289,42.0762596130371,806.144714355469,354.148223876953,1385.46411132812
38,0.185,759.675231933594,478.8525390625,98.2115325927734,702.700256347656,443.284637451172,58.8407859802246,959.025207519531,443.404663085938,40.4530220031738,754.542541503906,211.767166137695,95.3217926025391,703.519592285156,252.822174072266,59.2658653259277,955.7109375,246.2763671875,42.0726051330566,806.116760253906,354.1103515625,1385.45666503906
39,0.19,759.688110351562,478.863861083984,98.1932525634766,702.693176269531,443.279571533203,58.8457870483398,959.027954101562,443.403289794922,40.4713554382324,754.544799804688,211.769241333008,95.3217468261719,703.533508300781,252.827224731445,59.2666244506836,955.701477050781,246.284851074219,42.0734710693359,806.102172851562,354.051940917969,1385.43933105469
40,0.195,759.687927246094,478.844146728516,98.2192993164062,702.704772949219,443.284301757812,58.8502616882324,959.034301757812,443.407531738281,40.4560394287109,754.546875,211.772445678711,95.3236236572266,703.519958496094,252.811004638672,59.2646560668945,955.714477539062,246.282562255859,42.0785598754883,806.103149414062,354.012115478516,1385.431640625
41,0.2,759.697021484375,478.861602783203,98.2257461547852,702.701965332031,443.279724121094,58.854175567627,959.029235839844,443.402404785156,40.4600219726562,754.554138183594,211.777923583984,95.3246231079102,703.525085449219,252.820938110352,59.2917633056641,955.708312988281,246.284240722656,42.0702438354492,806.073852539062,353.985046386719,1385.41442871094
42,0.205,759.694641113281,478.856475830078,98.2213287353516,702.705627441406,443.278228759766,58.8556480407715,959.029663085938,443.405578613281,40.4539833068848,754.549743652344,211.787628173828,95.3324432373047,703.537109375,252.821136474609,59.292781829834,955.712036132812,246.291030883789,42.0747947692871,806.087219238281,353.914276123047,1385.40283203125
43,0.21,759.692016601562,478.846374511719,98.233268737793,702.713745117188,443.284057617188,58.869010925293,959.033264160156,443.402557373047,40.4499092102051,754.565551757812,211.795700073242,95.3321685791016,703.535949707031,252.814529418945,59.295093536377,955.721801757812,246.282180786133,42.0638427734375,806.043334960938,353.877349853516,1385.38745117188
